S.No.,Title,Chapter,Verse,Sanskrit Anuvad,Hindi Anuvad,Enlgish Translation
390,Vibhuti Yoga,Chapter 10,Verse 10.19,श्रीभगवानुवाच । हन्त ते कथयिष्यामि दिव्या ह्यात्मविभूतयः प्राधान्यतः कुरुश्रेष्ठ नास्त्यन्तो विस्त...,"श्रीभगवान् बोले—हे कुरूश्रेष्ठ ! अब मैं जो मेरी दिव्य विभूतियां हैं, उनको तेरे लिये प्रधानता से कहूँगा; क्योंकि मेरे विस्तार का अन्त नहीं है |",The Blessed Lord said: You are blessed O Best of the KURUS; hence I will declare to you my Divine Glory by its chief characteristics; there is no end to details of Me.
391,Vibhuti Yoga,Chapter 10,Verse 10.20,अहमात्मा गुडाकेश सर्वभूताशयस्थितः । अहमादिश्च मध्यं च भूतानामन्त एव च ॥ १०.२० ॥,"हे अर्जुन ! मैं सब भूतों के ह्रदय में स्थित सबका आत्मा हूँ तथा सम्पूर्ण भूतों का आदि, मध्य और अन्त भी मैं ही हूँ |"," O Gudakesha (the conqueror of slumber) am the soul, seated in the heart of all beings. I am the beginning the middle and also the end of all lives."
392,Vibhuti Yoga,Chapter 10,Verse 10.21,आदित्यानामहं विष्णुर्ज्योतिषां रविरंशुमान् । मरीचिर्मरुतामस्मि नक्षत्राणामहं शशी ॥ १०.२१ ॥,मै अदिति के बारह पुत्रों में विष्णु और ज्योतियों में किरणों वाला सूर्य हूँ तथा मैं उन्नचास वायु देवताओं का तेज और नक्षत्रों का अधिपति चन्द्रमा हूँ|,"Among the sons of light I am Vishnu; of radiances, the Glorious Sun. I am the lord of the winds and storms, and of the lights in the night I am the moon."
393,Vibhuti Yoga,Chapter 10,Verse 10.22,वेदानां सामवेदोऽस्मि देवानामस्मि वासवः । इन्द्रियाणां मनश्चास्मि भूतानामस्मि चेतना ॥ १०.२२ ॥,"मै वेदों में सामवेद हूँ, देवों में इन्द्र हूँ, इन्द्रियों में मन हूँ और भूत-प्राणियों की चेतना अर्थात् जीवन शक्त्ति हूँ|","Of the Vedas I am the Veda of songs, I am Indra, the Chief of Gods I am the mind amongst the senses, and in all living beings I am the light of consciousness."
394,Vibhuti Yoga,Chapter 10,Verse 10.23,रुद्राणां शंकरश्चास्मि वित्तेशो यक्षरक्षसाम् । वसूनां पावकश्चास्मि मेरुः शिखरिणामहम् ॥ १०.२३ ॥,और रुद्रों में से मैं शंकर हूं; यक्षों और राक्षसों में से मैं धन का प्रभु (कुबेर) हूँ; वसुस के बीच मैं पावक (अग्नि) हूँ; और पहाड़ों के बीच मैं MERU हूँ.,And among the RUDRAS I am Shankara; among the YAKSHAS and RAKSHASAS I am the Lord of wealth (KUBERA) ; among the VASUS I am PAVAKA (AGNI) ; and among the mountains I am the MERU.
395,Vibhuti Yoga,Chapter 10,Verse 10.24,पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम् । सेनानीनामहं स्कन्दः सरसामस्मि सागरः ॥ १०.२४ ॥,पुरोहितों में मुखिया बृहस्पति मुझको जान । हे पार्थ ! मैं सेनापतियों में स्कन्द और जलाशयों में समुद्र हूँ|,"I am the divine priest, Brihaspati among the priest, and among warriers Skanda, the God of war. Of lakes I am the vast ocean."
396,Vibhuti Yoga,Chapter 10,Verse 10.25,महर्षीणां भृगुरहं गिरामस्म्येकमक्षरम् । यज्ञानां जपयज्ञोऽस्मि स्थावराणां हिमालयः ॥ १०.२५ ॥,मै महर्षियों में भृगु और शब्दों में एक अक्षर अर्थात् ओंकार हूँ ।  सब प्रकार से यज्ञों में जप यज्ञ और स्थिर रहने वालों में हिमालय पहाड़ हूँ|,"I am Bhrigu among great seers and of words I am OM, the word of eternity. Of prayers I am the prayer of silence; and of things that move not I am the Himalayas."
397,Vibhuti Yoga,Chapter 10,Verse 10.26,अश्वत्थः सर्ववृक्षाणां देवर्षीणां च नारदः । गन्धर्वाणां चित्ररथः सिद्धानां कपिलो मुनिः ॥ १०.२६ ॥,"मैं समस्त वृक्षो में पीपल का वृक्ष, देवऋषियो में नारद, गन्धर्वों में चित्ररथ और सिद्धों में कपिल मुनि हूँ |","Of trees I am the tree of life, and of heavenly seers, Narada. Among celestial musicians I am Chitra-Ratha, and among seers of earth, Kapila."
398,Vibhuti Yoga,Chapter 10,Verse 10.27,उच्चैःश्रवसमश्वानां विद्धि माममृतोद्भवम् । ऐरावतं गजेन्द्राणां नराणां च नराधिपम् ॥ १०.२७ ॥,"घोड़ो में अमृत के साथ उत्पन्न होने वाला उच्चैःश्रवा नामक घोड़ा, श्रेष्ट हाथियों में ऐरावत नामक हाथी और मनुष्यों में राजा मुझको जान|","I am the horse of Indra among horses; and of elephants, Indra’s elephant Airavat. Among men I am King of men."
399,Vibhuti Yoga,Chapter 10,Verse 10.28,आयुधानामहं वज्रं धेनूनामस्मि कामधुक् । प्रजनश्चास्मि कन्दर्पः सर्पाणामस्मि वासुकिः ॥ १०.२८ ॥,मैं शस्त्रों में वज्र और गौओं में कामधेनु हूँ । शास्त्रोक्त्त रीति से संतान की उत्पति का हेतु कामदेव हूँ और सर्पों में सर्पराज वासुकि हूँ|,"Of weapons I am the thunderbolt, and of cows the cow of wonder. Among creators I am the creator of love, and among serpents the serpent of Eternity."
400,Vibhuti Yoga,Chapter 10,Verse 10.29,अनन्तश्चास्मि नागानां वरुणो यादसामहम् । पितॄणामर्यमा चास्मि यमः संयमतामहम् ॥ १०.२९ ॥,मैं नागों में शेषनाग और जलचरों का अधिपति वरुण देवता हूँ और पितरों में अर्यमा नामक पितर तथा शासन करने वालों में यमराज मैं हूँ|,"Among the snakes of mystery I am Ananta, and of those born in waters I am Varuna, their Lord. Of the spirits of the fathers am Aryaman, and I am Yama, the ruler of death."
401,Vibhuti Yoga,Chapter 10,Verse 10.30,प्रह्लादश्चास्मि दैत्यानां कालः कलयतामहम् । मृगाणां च मृगेन्द्रोऽहं वैनतेयश्च पक्षिणाम् ॥ १०.३० ॥,"मैं दैत्यों में प्रह्मद और गणना करने वालों का समय हूँ तथा पशुओं में मृगराज, सिंह और पक्षियों में गरुड़ हूँ|","Of demons I am Prahlada their prince, and of all things I am the measure of time. Of beasts I am the king of beasts, and beasts and birds I am Vainateya who carries a god."
402,Vibhuti Yoga,Chapter 10,Verse 10.31,पवनः पवतामस्मि रामः शस्त्रभृतामहम् । झषाणां मकरश्चास्मि स्रोतसामस्मि जाह्नवी ॥ १०.३१ ॥,मैं पवित्र करने वालों में वायु और शस्त्र धारियों में श्रीराम हूँ तथा मछलियों में मगर हूँ और नदियों में श्रीभागीरथी गंगा जी हूँ |,"I am the wind among things of purification, and among warriors I am Rama, the hero supreme. Of fishes in the sea I am Makara, the wonderful and among all rivers the holy Ganges."
403,Vibhuti Yoga,Chapter 10,Verse 10.32,सर्गाणामादिरन्तश्च मध्यं चैवाहमर्जुन । अध्यात्मविद्या विद्यानां वादः प्रवदतामहम् ॥ १०.३२ ॥,हे अर्जुन !सृष्टियों का आदि और अन्त तथा मध्य भी मै ही हूँ । मैं विद्याओं में अध्यात्म विद्या अर्थात् ब्रह्मविद्या और परस्पर विवाद करने वालों का तत्व-निर्णय के लिये किया जाने वाला वाद हूँ |,I am the beginning and the middle and the end of all that is. Of all knowledge I am the knowledge of the Soul. Of the many paths of reason I am the one that leads to Truth.
404,Vibhuti Yoga,Chapter 10,Verse 10.33,अक्षराणामकारोऽस्मि द्वन्द्वः सामासिकस्य च । अहमेवाक्षयः कालो धाताहं विश्वतोमुखः ॥ १०.३३ ॥,"मैं अक्षरों में अकार हूँ और समासों में द्वन्द्व नामक समास हूँ, अक्षय काल अर्थात् काल का भी महाकाल तथा सब ओर मुख वाला, विराट् स्वरूप सब का धारण-पोषण करने वाला भी मै ही हूँ| ","Of sounds I am the first sound ‘A’. Of compounds I am coordination. I am time, never ending time. I am the Creator who sees all."
405,Vibhuti Yoga,Chapter 10,Verse 10.34,मृत्युः सर्वहरश्चाहमुद्भवश्च भविष्यताम् । कीर्तिः श्रीर्वाक्च नारीणां स्मृतिर्मेधा धृतिः क्षमा ॥ १०...,"मैं सबका नाश करने वाला मृत्यु और उत्पन्न होने वालों का उत्पति हेतु हूँ तथा स्त्रियों में कीर्ति,श्री,वाक् स्मृति, मेधा,धृति और क्षमा हूँ |","I am death that carries off all things, and I am the source of things to come. Of feminine nouns I am Fame and Prosperity; speech, Memory and Intelligence, Constancy and Forgiveness."
406,Vibhuti Yoga,Chapter 10,Verse 10.35,बृहत्साम तथा साम्नां गायत्री छन्दसामहम् । मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकरः ॥ १०.३५ ॥,तथा गायन करने योग्य श्रुतियों में मैं बृहत्साम और छन्दों में गायत्री छन्द हूँ तथा महीनों में मार्ग शीर्ष और ऋतुओं में बसन्त मैं हूँ|,"I am the Brihat song of all songs in the Vedas. I am the Gayatri of all measures in Verse. Of months I am the first of the year, and of all the seasons the season of blossoms."
407,Vibhuti Yoga,Chapter 10,Verse 10.36,द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम् । जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम् ॥ १०.३६ ॥,"मैं छ्ल करने वालों में जूआ और प्रभावशाली पुरुषो का प्रभाव हूँ । मैं जीतने वालों का विजय हूँ, निश्चय करने वालों का निश्चय और सात्विक पुरुषों का सात्विक भाव हूँ |",I am the cleverness in the gambler’s dice. I am the beauty of all things beautiful. I am victory and the struggle for victory. I am the goodness of those who are good.
408,Vibhuti Yoga,Chapter 10,Verse 10.37,वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनंजयः । मुनीनामप्यहं व्यासः कवीनामुशना कविः ॥ १०.३७ ॥,"वृष्णिवंशियों में वासुदेव अर्थात् मैं स्वयं तेरा सखा पाण्डवों में धनंजय अर्थात् तू, मुनियों में वेद-व्यास और कवियों में शुक्राचार्य  कवि भी मैं ही हूँ |","Of all the children of Vrishni I am Krishna; and of the sons of Pandu I am Arjuna, Among seers in silence I am Vyasa; and among poets the poet Usana."
409,Vibhuti Yoga,Chapter 10,Verse 10.38,दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम् । मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम् ॥ १०.३८ ॥,"मैं दमन करने वालों का दण्ड अर्थात् दमन करने की शक्त्ति हूँ, जीतने की इच्छा वालों की नीति हूँ, गुप्त रखने योग्य भावों का रक्षक मौन हूँ और ज्ञानवानों का तत्व ज्ञान मै ही हूँ |","I am the sceptre of rulers of men; and I am the wise policy of those who seeks victory. I am the silence of hidden mysteries, and I am the knowledge of those who know."
410,Vibhuti Yoga,Chapter 10,Verse 10.39,यच्चापि सर्वभूतानां बीजं तदहमर्जुन । न तदस्ति विना यत्स्यान्मया भूतं चराचरम् ॥ १०.३९ ॥,"और हे अर्जुन ! जो सब भूतों की उत्पत्ति का कारण है, वह भी मै ही हूँ, क्योंकि ऐसा वह चर और अचर कोई भी भूत नहीं है, जो मुझसे रहित हो|","Arjuna, know that I am the seed of all things that are, and that no being that moves or moves not can ever be without Me."
411,Vibhuti Yoga,Chapter 10,Verse 10.40,नान्तोऽस्ति मम दिव्यानां विभूतीनां परन्तप । एष तूद्देशतः प्रोक्तो विभूतेर्विस्तरो मया ॥ १०.४० ॥,"हे परंतप ! मेरी दिव्य विभूतियों का अन्त नहीं है, मैंने अपनी विभूतियों का विस्तार तो तेरे लिये एक देश से अर्थात् संक्षेप से कहा है |","There is no end of my divine qualities, Arjuna. What I have spoken here to thee shows only a small part of my infinity."
412,Vibhuti Yoga,Chapter 10,Verse 10.41,यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा । तत्तदेवावगच्छ त्वं मम तेजोंऽशसंभवम् ॥ १०.४१ ॥,"जो-जो भी विभूति युक्त्त अर्थात् ऐश्वर्य युक्त्त, कान्ति युक्त्त और शक्त्ति युक्त्त वस्तु है, उस-उसको तू मेरे तेज के अंश की ही अभिव्यक्त्ति जान|","Whatever is beautiful and good, whatever has glory and power is only a portion of My own radiance."
413,Vibhuti Yoga,Chapter 10,Verse 10.42,अथवा बहुनैतेन किं ज्ञातेन तवार्जुन । विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत् ॥ १०.४२ ॥,अथवा हे अर्जुन ! इस बहुत जानने से तेरा क्या प्रयोजन है । मैं इस सम्पूर्ण जगत् को अपनी योग शक्त्ति के एक अंश मात्र से धारण करके स्थित हूँ |,But of what help is it to you to know this diversity? Know that with one single fraction of My Being I pervade and support the Universe and know that I am.
414,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.1,अर्जुन उवाच । मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम् यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम ॥ ११.१ ...,"अर्जुन बोले—मुझ पर अनुग्रह करने के लिये आपने जो परम गोपनीय अध्यात्म विषयक वचन अर्थात् उपदेश कहा, उससे मेरा यह अज्ञान नष्ट हो गया है |
","Arjuna thankfully replied: O Lord it is because of Your mercy alone that the mystery of the self which has confused me until now, has become clear in the mind."
415,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.2,भवाप्ययौ हि भूतानां श्रुतौ विस्तरशो मया । त्वत्तः कमलपत्राक्ष माहात्म्यमपि चाव्ययम् ॥ ११.२ ॥,"प्राणियों की उत्पत्ति और विनाश, वास्तव में, मेरे द्वारा आप से विस्तार से सुना गया है, हे कमल की आंखों वाले कृष्ण, और आपकी असीम महानता भी।","The origin and destruction of beings verily, have been heard by me in detail from You, O Lotus-eyed Krishna, and also Your inexhaustible greatness."
416,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.3,एवमेतद्यथात्थ त्वमात्मानं परमेश्वर । द्रष्टुमिच्छामि ते रूपमैश्वरं पुरुषोत्तम ॥ ११.३ ॥,"(अब) हे परम प्रभु! जैसा कि आपने इस प्रकार अपने आप को वर्णित किया है, मैं (वास्तव में) आपके रूप दिव्य, हे पुरुषोत्तम को देखना चाहता हूं।","(Now) O Supreme Lord! As you have thus described Yourself, I wish to see (actually) Your Form Divine, O PURUSHOTTAMA."
417,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.4,मन्यसे यदि तच्छक्यं मया द्रष्टुमिति प्रभो । योगेश्वर ततो मे त्वं दर्शयात्मानमव्ययम् ॥ ११.४ ॥,"हे प्रभो ! यदि मेरे द्वारा आपका वह रूप देखा जाना शक्य है—ऐसा आप मानते है, तो हे योगेश्वर ! उस अविनाशी स्वरूप का मुझे दर्शन कराइये |","O Great Lord of Yoga, if you think of me as being worthy and able to see your Supreme form, then display Your true, eternal self to me dear Lord."
418,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.5,श्रीभगवानुवाच । पश्य मे पार्थ रूपाणि शतशोऽथ सहस्रशः नानाविधानि दिव्यानि नानावर्णाकृतीनि च ॥ ११.५ ॥,श्रीभगवान् बोले —–हे पार्थ ! अब तू मेरे सैकड़ों-हजारों नाना प्रकार के और नाना वर्ण तथा नाना आकृति वाले अलौकिक रूपों को देख|,"The Blessed lord said: Behold O Dear Arjuna, as I reveal to you hundreds and even thousands of My various, divine forms of several colours and shapes."
419,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.6,पश्यादित्यान्वसून्रुद्रानश्विनौ मरुतस्तथा । बहून्यदृष्टपूर्वाणि पश्याश्चर्याणि भारत ॥ ११.६ ॥,"हे भरतवंशी अर्जुन ! तू मुझ में आदित्यों को अर्थात् अदितिं के द्बादश पुत्रों को, आठ वसुओं को, एकादश रुद्रों को, दोनों अश्विनी कुमारों को और उन्चास मरुदगणों को देख तथा और भी बहुत से पहले न देखे हुए आश्चर्य मय रूपों को देख|","Watch My Dear Devotee, as I disclose to you my various forms. The gods of sun, fire and light; the gods of storm, and lightning and the two beautiful charioteers of Heaven. Behold O Relative of Bharata, vision and sights never before seen by the naked human eyes!"
420,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.7,इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम् । मम देहे गुडाकेश यच्चान्यद् द्रष्टुमिच्छसि ॥ ११.७ ॥,हे अर्जुन ! अब इस मेरे शरीर में एक जगह स्थित चराचर सहित सम्पूर्ण जगत् को देख तथा और भी जो कुछ देखना चाहते हो सो देख|,"Arjuna, see before you now, the whole universe as it both moving and at rest, see whatever you desire. See it all in me because I am in everything and everything is in Me."
421,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.8,न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा । दिव्यं ददामि ते चक्षुः पश्य मे योगमैश्वरम् ॥ ११.८ ॥,परन्तु मुझको तू इन अपने प्राकृत नेत्रों द्वारा देखने में निःसंदेह समर्थ नहीं है ; इसी से मैं तुझे दिव्य अर्थात् अलौकिक चक्षु देता हूँ ; इससे तू मेरी ईश्वरीय योग शक्त्ति को देख |,"However, Dear Arjuna, understand that one can only see My divine form through divine eye-sight. You can never see Me through your mortal eyes. Therefore I will give you divine eye-sight to behold my divine Power and glory."
422,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.9,संजय उवाच । एवमुक्त्वा ततो राजन्महायोगेश्वरो हरिः दर्शयामास पार्थाय परमं रूपमैश्वरम् ॥ ११.९ ॥,संजय बोले — हे राजन् ! महा योगेश्वर और सब पापों के नाश करने वाले भगवान् ने इस प्रकार कहकर उसके पश्चात् अर्जुन को परम ऐश्वर्य युक्त्त दिव्य स्वरूप दिखलाया|,"Sanjaya (narrator of the Geeta), further explained to his King: Thus, when the great Lord Hari, God of Yoga  had spoken, He revealed to Partha (Arjuna) His Divine Form."
423,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.10,अनेकवक्त्रनयनमनेकाद्भुतदर्शनम् । अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम् ॥ ११.१० ॥,"अनेक मुख और नेत्रों से युक्त्त, अनेक अद्भ्रुत दर्शनों वाले, बहुत से दिव्य भूषणों से युक्त्त और बहुत से दिव्य शस्त्रों को हाथों में उठाये हुए, दिव्य माला और वस्त्रों को धारण किये हुए और दिव्य गन्ध का सारे शरीर में लेप किये हुए, सब प्रकार के आश्चर्यो से युक्त्त, सीमा रहित और सब ऒर मुख किये हुए विराट् स्वरूप परम देव परमेश्वर को अर्जुन ने देखा |","Sanjaya Continued: Arjuna had now begun to see the most extra-ordinary and miraculous visions and marvels; several faces; several divine ornaments and a countless amount of heavenly weapons. Sanjaya described Arjuna saw before him, a wide range of heavenly garlands, and garments, with divine perfumes and scents. This heavenly and infinite image, made up of all fantastic wonders,was facing all directions and all the endless marvels seemed to be contained in him.
"
424,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.11,दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम् । सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम् ॥ ११.११ ॥,"1. दिव्य माला (हार) और परिधान पहने हुए, दिव्य unguents के साथ अभिषिक्त, सभी अद्भुत, चमकदार, अंतहीन, सभी पक्षों का सामना करना पड़ रहा है.","1. Wearing divine garlands (necklaces) and apparel, anointed with divine unguents, the All-wonderful, Resplendent, Endless, facing all sides."
425,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.12,दिवि सूर्यसहस्रस्य भवेद्युगपदुत्थिता । यदि भाः सदृशी सा स्याद्भासस्तस्य महात्मनः ॥ ११.१२ ॥,"आकाश में हजार सूर्यो के एक साथ उदय होने से उत्पन्न जो प्रकाश हो, वह भी उस विश्व रूप परमात्मा के प्रकाश के सद्र्श कदाचित् ही हो |",The divine radiance and beautiful light that was being emmitted by the glorious vision was so great that it could only be matched by the light of one thousand suns arising in the sky at once.
426,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.13,तत्रैकस्थं जगत्कृत्स्नं प्रविभक्तमनेकधा । अपश्यद्देवदेवस्य शरीरे पाण्डवस्तदा ॥ ११.१३ ॥,पाण्डु पुत्र अर्जुन ने उस समय अनेक प्रकार से विभक्त्त अर्थात् पृथक्-पृथक् सम्पूर्ण जगत् को देवों के देव श्रीकृष्ण भगवान् के उस शरीर में एक जगह स्थित देखा|,"Here, the Pandava (Arjuna) saw the whole universe in its several dimensions and varieties all gathered together in the Supreme Lord of Lords."
427,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.14,ततः स विस्मयाविष्टो हृष्टरोमा धनंजयः । प्रणम्य शिरसा देवं कृताञ्जलिरभाषत ॥ ११.१४ ॥,"फिर, धनंजय, आश्चर्य से भरा हुआ, अपने बालों के साथ अंत में खड़े थे, भगवान को अपना सिर झुकाया और जुड़ी हुई हथेलियों के साथ बात की।
","Then, Dhananjaya, filled with wonder, with his hair standing on end, bowed down his head to the God and spoke with joined palms."
428,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.15,अर्जुन उवाच । पश्यामि देवांस्तव देव देहे सर्वांस्तथा भूतविशेषसंघान् । ब्रह्माणमीशं कमलासनस्थ- मृ...,"अर्जुन बोले—–हे देव ! मै आपके शरीर में सम्पूर्ण देवों कों तथा अनेक भूतों के समुदायों कों, कमल के आसन पर विराजित ब्रह्मा को, महादेव को और सम्पूर्ण ऋषियों को तथा दिव्य सर्पो को देखता हूँ","O Lord, I have seen within Thy heavenly body, all of the gods and the infinite variety of being that have been created by You. I see before Me the great Lord Brahma who is seated on the lotus throne, all the seers of light (sages), and the Divine Serpents as well."
429,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.16,अनेकबाहूदरवक्त्रनेत्रं पश्यामि त्वां सर्वतोऽनन्तरूपम् । नान्तं न मध्यं न पुनस्तवादिं पश्यामि विश्...,"हे सम्पूर्ण विश्व के स्वामिन् ! आपको अनेक भुजा, पेट, मुख, और नेत्रों से युक्त्त तथा सब ओर से अनन्त रूपों वाला देखता हूँ । हे विश्व रूप ! मैं आपके न अन्त को देखता हूँ न मध्य को, और न आदि को ही |","   Arjuna explained to the Lord:                                                                                                                         O Krishna, I behold your image as being never-ending, with countless arms, faces, bellies, eyes, and mouth. I sense the divinity and power coming from all parts of Your Superior Being. O Lord of Lords, I am unable to see Thy beginning, middle or end for You are of infinite form!"
430,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.17,किरीटिनं गदिनं चक्रिणं च तेजोराशिं सर्वतो दीप्तिमन्तम् । पश्यामि त्वां दुर्निरीक्ष्यं समन्ता- द्द...,"आप को मैं मुकुट युक्त्त, गदा युक्त्त और चक्र युक्त्त तथा सब ओर से प्रकाशमान तेज के पुञ्ज, प्रज्वलित अग्नि और सूर्य के सद्र्श ज्योति युक्त्त, कठिनता से देखे जाने योग्य और सब ओर से अप्रमेय स्वरूप देखता हूँ|","I can clearly see the crown, sceptre and discus glowing upon Your lotus body like a mass of intense light. Your dazzling image is difficult for me to behold and believe, yet I still see You in Your full brilliance as the eternal, flaming fire, the blinding sun and truly as one of a kind."
431,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.18,त्वमक्षरं परमं वेदितव्यं त्वमस्य विश्वस्य परं निधानम् । त्वमव्ययः शाश्वतधर्मगोप्ता सनातनस्त्वं पु...,"आप ही जानने योग्य परम अक्षर अर्थात् परब्रह्म परमात्मा हैं, आप ही इस जगत् के परम आश्रय हैं, आप ही अनादि धर्म के रक्षक है और आप ही अविनाशी सनातन पुरुष हैं । ऐसा मेरा मत हैं|","You are immortal, imperishable and never ending. You are the height of knowledge and the Supreme to be realized by all. You are the support of this large universe. I think you to be the guardian and ruler of the eternal law of purity and virtue. You are the ever-lasting Spirit who is, and always has been, at the very beginning of all things in the universe."
432,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.19,अनादिमध्यान्तमनन्तवीर्य- मनन्तबाहुं शशिसूर्यनेत्रम् । पश्यामि त्वां दीप्तहुताशवक्त्रं स्वतेजसा वि...,"आपको आदि, अन्त, और मध्य से रहित, अनन्त सामर्थ्य से युक्त्त, अनन्त भुजा वाले, चन्द्र-सूर्य रूप नेत्रों वाले, प्रज्वलित अग्नि रूप मुख वाले और अपने तेज से इस जगत् को संतप्त करते हुए देखता हूँ |","O Great Lord, I see Thee as having no beginning, middle or end; being of endless and infinite power and glory which is all contained in Your unlimited number of divine arms. Thy face resembles an eternal fire that gives light and life to all things in this enormous universe. In Thine eyes I see the sun and the moon, dear Lord."
433,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.20,द्यावापृथिव्योरिदमन्तरं हि व्याप्तं त्वयैकेन दिशश्च सर्वाः । दृष्ट्वाद्भुतं रूपमुग्रं तवेदं लोकत्...,"पृथ्वी और आकाश और सभी तिमाहियों के बीच का यह स्थान केवल तेरे द्वारा ही भरा हुआ है; यह देखने के बाद, अपने अद्भुत और भयानक रूप, तीन दुनिया भय से कांप रहे हैं, हे महान आत्मा होने के नाते","This space between earth and the heavens and all the quarters is filled by You alone; having seen this, Your wonderful and terrible form, the three worlds are trembling with fear, O great-souled Being"
434,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.21,अमी हि त्वां सुरसंघा विशन्ति केचिद्भीताः प्राञ्जलयो गृणन्ति । स्वस्तीत्युक्त्वा महर्षिसिद्धसंघाः ...,वे ही देवताओं के समूह आप में प्रवेश करते है और कुछ भयभीत होकर हाथ जोड़े आपके नाम और गुणों का उच्चारण करते है तथा महर्षि और सिद्धो के समुदाय ‘कल्याण हो’ ऐसा कहकर उत्तम-उत्तम स्तोत्रों द्वारा आपकी स्तुति करते हैं |,"The many hosts of gods join and come into You my Lord. Out of respect, fear and love for You, they praise and adore You. The great sages and seers all sing praises of Thy glory as well, Almighty Lord."
435,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.22,रुद्रादित्या वसवो ये च साध्या विश्वेऽश्विनौ मरुतश्चोष्मपाश्च । गन्धर्वयक्षासुरसिद्धसंघा वीक्षन्ते...,"जो ग्यारह रूद्र और बारह आदित्य तथा आठ वसु, साध्य गण, विश्वेदेव अश्विनी कुमार तथा मरुदगण और पितरों का समुदाय तथा गन्धर्व, यक्ष, राक्षस और सिद्धों के समुदाय है —-वे सब ही विस्मित होकर आपको देखते है |","The Rudras of destruction, the Adityas, the Vasus, the Sadhyas, and the Visvedevas; the two Asvins (Charioteers) of heaven; the Maruts (Lord of winds and storms); the Spirits of Ancestors; the divine singing choirs of the Gandharvas; the Yakshas (keepers of wealth); the demons of hell; and the Siddhas (those who gained the prestigious goal of perfection on earth), all of these Supreme souls and saints gaze upon Thee with wonder and respect."
436,Viswarupa-Darsana Yoga,Chapter 11,Verse 11.23,रूपं महत्ते बहुवक्त्रनेत्रं महाबाहो बहुबाहूरुपादम् । बहूदरं बहुदंष्ट्राकरालं दृष्ट्वा लोकाः प्रव्...,"हे महाबाहो ! आपके बहुत मुख और नेत्रों वाले, बहुत हाथ, जड़ा और पैरो वाले, बहुत उदरों वाले और बहुत सी दाढ़ों के कारण अत्यन्त विकराल महान् रुपको देखकर सब लोग व्याकुल हो रहे हैं तथा मैं भी व्याकुल हो रहा हूँ |","However Dear Lord, the worlds cannot help but tremble at the fearful sight of Your mighty and terrifying forms. The forms consisting of many eyes, mouth, bellies, feet and terrible fangs that are too frightening for the average mortal to gaze upon. However this is but one single aspect of your omniscience (being everything and every-where) in the universe."
